"ses.mntd.ntaxa","ses.mntd.mntd.obs","ses.mntd.mntd.rand.mean","ses.mntd.mntd.rand.sd","ses.mntd.mntd.obs.rank","ses.mntd.mntd.obs.z","ses.mntd.mntd.obs.p","ses.mntd.runs","ses.mpd.ntaxa","ses.mpd.mpd.obs","ses.mpd.mpd.rand.mean","ses.mpd.mpd.rand.sd","ses.mpd.mpd.obs.rank","ses.mpd.mpd.obs.z","ses.mpd.mpd.obs.p","ses.mpd.runs","gamma","area","month","tree_size"
38,0.958021748789474,1.12603443039625,0.102577875134849,55,-1.63790370375588,0.0549450549450549,1000,38,1.88912677024182,1.820149246354,0.0386123044332085,990,1.78641303336708,0.989010989010989,1000,-3.95620505281371,"Rhineland-Palatinate",2021-01-01,1187
107,0.385377589817757,0.886782274601231,0.0583045354469432,1,-8.59975439200179,0.000999000999000999,1000,107,1.67351405140099,1.81907702897618,0.0229319987044216,1,-6.34759226404149,0.000999000999000999,1000,2.09879888695767,"Saarland",2021-01-01,1187
98,0.812726324010204,0.910172937250868,0.0621769667468207,67,-1.5672461739322,0.0669330669330669,1000,98,1.82231590391311,1.82020067059878,0.0239311449963153,522,0.0883883038045131,0.521478521478521,1000,-6.05032997573204,"Saxony",2021-01-01,1187
67,0.472968067567164,0.989608548946424,0.0744314260154912,1,-6.94116059622091,0.000999000999000999,1000,67,1.79322621995296,1.81846418889547,0.0295241740661703,179,-0.854823877069144,0.178821178821179,1000,-1.27991864165456,"Saxony-Anhalt",2021-01-01,1187
80,0.4774659348,0.957456909426537,0.0702084051967668,1,-6.83665970308412,0.000999000999000999,1000,80,1.68485829105443,1.82017759838428,0.0257092239314813,1,-5.26345360289715,0.000999000999000999,1000,1.20354488446959,"Schleswig-Holstein",2021-01-01,1187
68,0.738714843220588,0.992212716555568,0.076594471744793,2,-3.3096105705855,0.001998001998002,1000,68,1.76882605054873,1.81822767717463,0.0286679430705692,57,-1.72323582840595,0.0569430569430569,1000,-3.95710382800865,"Thuringia",2021-01-01,1187
112,0.655134410285714,0.835396156368161,0.0572789594239157,2,-3.14708486144708,0.001998001998002,1000,112,1.98041014312709,1.97030815947797,0.0164952945545905,717,0.612416081185576,0.716283716283716,1000,-2.6682134001779,"Baden-Wurttemberg",2021-02-01,1569
112,0.759409168535714,0.834617913245884,0.0579579439659614,104,-1.29764342148403,0.103896103896104,1000,112,1.87419663263288,1.97019607151468,0.0164697501879165,1,-5.82883394019131,0.000999000999000999,1000,-2.86307988048175,"Bavaria",2021-02-01,1569
112,0.474622563982143,0.834626928215232,0.0559398927602726,1,-6.43555692492777,0.000999000999000999,1000,112,1.84041450779424,1.97044677990266,0.0164563854084714,1,-7.90163021105975,0.000999000999000999,1000,-1.27379568168787,"Berlin",2021-02-01,1569
104,0.609646311615385,0.845845304113115,0.0605562977020674,1,-3.90048601814815,0.000999000999000999,1000,104,1.90904531535922,1.96939626541718,0.0174897331553201,1,-3.45065013411044,0.000999000999000999,1000,-1.06346624648465,"Brandenburg",2021-02-01,1569
78,0.519943019948718,0.900953387811269,0.0737747442794825,1,-5.16450950231913,0.000999000999000999,1000,78,1.87967564941792,1.97143699708832,0.020209780841335,1,-4.54044249122789,0.000999000999000999,1000,0.0347655349609524,"Bremen",2021-02-01,1569
